841.4840238865283	(-30.41854843209465, 10.092262741254656, -27.50002099053381, -5.561095588850792, 26.45608690401149, 11.093903106173496, -18.924600222624168, 23.607473956440668, -21.598080164619972, 42.801044100401135, 12.746645091846702, -32.6862428568989, 13.991430628825938, 23.39860730000525, -9.71275170316516, -2.016468900065696, -1.4491876712542866, -13.82338896875795, 3.513810684579468, -14.966837761468465)
871.7413595334115	(-15.480972192859737, 25.630591263953423, -31.79643264986698, -8.385166170403442, 23.894182505532576, 6.920717654318217, -19.499978729424587, 30.01507130097422, -26.552410387217574, 33.720910303477254, 18.62068741826332, -58.64141219652174, 20.153232044860463, -1.1750573414973409, -24.989740353101332, 1.899324176106798, 16.318037836334103, -11.866860122366694, -14.239110271438317, -0.47061098839125)
872.4790803378166	(-31.066665240449606, -1.0963586066483484, -17.19110986466849, 2.9207139820802483, 15.125441178198455, 21.04867498686562, -13.815780451681528, 34.28692231926676, 3.426187292971534, 23.84086216069733, -1.3391302469672026, -41.08820568421761, 9.506299811931912, 50.18109948095384, -25.953737949848627, 4.25390078846201, -4.175313495231578, -1.7004438206534407, 1.3121292603032308, -4.974944100575337)
847.1518095062736	(-26.703460351735096, 23.914078528711322, -26.285934663644497, 3.6094375772300573, 10.579197774336594, 26.8419021017296, -18.066316969873313, 35.18249358036686, 4.115265900040874, 27.497659700841385, 34.19359108618085, -41.68899510509881, 4.334077185360465, 28.564699514714658, -19.90029466109789, -1.8743079001062306, 5.826514555728884, -8.313653050140354, -10.975406134973847, 9.413992225157326)
857.0786801638666	(-15.499492243628945, 27.50111682221467, -26.865003346275454, -4.789344206370289, 19.912590095848817, 8.255014511214206, -9.738527536520545, 29.37744635878635, 3.3658335368005297, 19.99513554123345, 29.47447531662946, -36.96818519906419, 17.467404663731326, 29.48121001304454, -19.04926263151973, -20.12967844683616, -3.1343957588063085, -19.110671382912823, -26.35172546683629, 5.232655168916151)
840.8864068797077	(-12.346544498199929, 3.30347112975998, -21.998953986225317, -12.507516149304276, 2.408717210455611, 14.10854635348896, -43.41418916720738, 24.608930024979713, -6.453983976575974, 41.1320232897036, 12.464584801111517, -41.301686490009345, 10.40679027195804, 27.727724463804467, -12.202496397615283, -3.4847402163606636, 3.1488992933787197, 0.5884595361562757, -0.021634713716268683, -5.093361688481229)
853.8962009319084	(-24.936131454723153, 15.4943532803275, -33.27077702739293, -6.509624199395435, -0.9613638968761944, 16.471348735682188, -37.87609571251762, 9.829482369956816, -1.9777725961031787, 34.26293539889275, 22.159173954477875, -51.60602768322375, 10.065356237613477, 28.817954719306915, -20.280294296418784, 17.03909694264608, -13.06497836708038, -24.423869376627835, -12.244789028531503, 0.8118692888001365)
852.7493913095157	(-31.58370407647768, 1.8987999197899157, -18.1834454299227, -12.304517985841885, 15.304663466116944, 16.306900043835338, -17.9145594058975, 25.7506166483916, 12.270964995514213, 25.29538706415353, 16.985949836899938, -35.43113957918124, 13.334674753897232, 39.41834847262526, -19.452342897780074, 2.482791178511713, 19.99537896627699, -22.912351609280442, 9.691591978585386, -7.587632176122057)
844.1734802128401	(-16.242487084710465, 11.357456030876715, -22.696113820320505, -8.012263071612498, 18.146833161366256, 16.24128200949839, -24.746221193368775, 30.821209264212317, -1.566745234094586, 45.89976906978869, 27.947679475996704, -46.331387845210735, 7.811716265895921, 19.88922350212631, -3.914099709460583, -0.22113672177127774, 15.782338426802207, -13.724854054915433, -15.73131999475316, -5.386623991928414)
854.5947325246381	(-28.402104580748546, 28.67084508466136, -22.775069803552327, -18.760103255225406, 35.76045710313869, 6.433216783709752, -24.448596932991602, 29.718024294225568, 13.129880483786195, 31.572789541054508, 3.142481825029271, -57.19110985605072, 14.25789123539211, 22.955828959506764, -14.796209779754363, -6.932921848593802, 15.80286666910511, -17.808551134956428, -15.508336054064973, 5.623469036688844)
844.5124230716439	(-41.70301397725615, 16.267849921064034, -12.541242628657809, -11.173712541950875, 15.640756448564558, 20.521247302860463, -8.775939176739406, 21.040190590738554, -5.535920537718754, 42.91927356187232, 11.323990482237678, -44.46952103002742, 5.491037305776656, 28.90637108463638, -15.912635876980053, -6.108301446458744, 2.142865687357386, -3.688507437820583, -0.8238196273620589, -6.523939781025424)
850.5398746945599	(-26.759442923896106, 5.565656844231674, -26.244897989760283, -11.289889763228818, 14.570931368272834, 28.80913904870679, -5.332077379793424, 16.51171022135278, -7.002339626858556, 34.808975911719806, 13.750805454227194, -47.48189811994716, 24.95175014945328, 33.771373179454756, -12.703199298653292, 6.923764144688283, 5.471131468285048, -3.0372782203619875, -10.472106434810659, -2.1214812237402345)
830.504541698783	(-22.846421971126098, 11.8491969311215, -16.723797763693042, -5.392744610549695, 23.115203166246335, 28.718386141754245, -23.68998570711827, 20.255860106680746, -14.960297312881503, 26.558326104267607, 17.978913047834116, -37.64988269342297, 9.658926182243286, 18.92510974734581, -22.548947639453125, -1.246135135640657, 8.733111854115329, -24.353040130771813, -13.30965917279873, 2.6447478355660667)
883.6568511813613	(-31.2946760935492, 11.845880258982746, -22.817432104872452, -3.167006058329922, 18.523808650233267, 18.84585409075764, -27.896274825682543, 11.041883167850841, -1.521907521510041, 30.506427841736652, -5.955546785106933, -37.959469796707545, 3.9272009457635955, 37.8209685699382, -12.667971637463094, 13.800234143014253, -10.065453540202732, -42.77102207088097, -20.012213997645933, 3.35052923397248)
857.417326612223	(-27.401320372708824, 21.08329416273544, -17.931055850257177, -30.295223476274494, -5.095140879916913, 9.672147400427448, -13.658586366638055, 50.8519632082452, -11.172574070210024, 53.02905690982925, 12.985290692680083, -51.69309742280415, 4.989205604005939, 24.714104174218583, -30.614393691203286, 13.298484399372628, 4.642309557100634, -19.067937065177752, -7.606532325739641, -2.1654786480933863)
842.6972496082749	(-31.57611882613821, 10.54047178551249, -43.035460990957205, -3.6057825499916625, 11.458127270877558, 14.636605378178865, -18.47915724192724, 9.462375431254479, -15.651099688707538, 28.86426165459765, 14.918426867668153, -56.942135329607055, 25.2971611577117, 28.927013483702822, -5.676885521685435, 10.040146863035451, 4.106480007344959, -23.434743130021758, 2.437472419676254, -10.821869730303625)
854.9441979703347	(-16.47488307056817, 39.13108730011499, -36.86395782901282, -18.285278963853223, 16.56470251468954, 14.052606950117658, -12.34868319755962, 20.42051768868269, -5.870219562653, 38.54852465170695, 18.426369330322306, -37.98751380444955, 13.625997340951184, 14.46503171365789, -11.787789763458584, 12.13972596325432, -1.6974722150735713, -14.67792521094247, -7.236490362584804, 5.536338806228621)
864.5867869207875	(-22.240910502773218, 25.864285089706993, -12.183689035723246, -8.821736988489661, 10.263768626530663, 10.761545761690943, -28.903438826995316, 40.149261489595894, -16.401260204264947, 22.43213966999439, 2.713083142671189, -36.57470318124882, 8.964408614137415, 28.003147189902432, 13.335489069643156, -11.780403298265096, 11.357147899124968, -13.819596605970315, -2.2453256665254964, -5.281874487191299)
848.9959906434827	(-22.10230352954024, 29.095599942581405, -32.25099831390656, -9.642136654851987, -4.409548315814272, 9.82307106894001, -28.361942095445674, 29.047083058460306, -12.90546511416448, 51.01623477598347, 19.286524291969638, -50.55714048432681, 9.536459813676641, 23.78838162273722, -24.01649002257446, -4.4880103951334345, 13.753463494033014, -14.084538090961145, -9.309414634340046, -1.1386346960785891)
860.3561901849891	(-46.881269721733794, 24.431784188969807, -27.326178957555165, -5.090604630070223, 0.15483139144093871, 8.356389307496151, -12.480393997228994, 24.463537346054576, -11.051226580440428, 30.1649467382938, 2.831214689693848, -45.767093696383455, 19.665816148300163, 28.374429749596707, -15.416537429925613, -0.6356395806910111, 33.199772758496714, -28.505614241872674, -2.5443326910824777, 8.732568806149226)
852.0021501881452	(-30.991669129282773, 26.41565945649411, -36.82753499472289, -14.395145981257434, 15.145736125779512, 9.086078098931972, -4.3043564797411715, 14.66133168696174, 3.2303285412214056, 42.55180460278196, 13.034997800035084, -46.69584959814363, 19.57676298807304, 37.901826639575965, 6.4641945093966315, -1.6307687253586092, 11.94838135840403, -29.505887177518428, -10.368759612682698, 1.278276599031011)
838.7455250660864	(-28.912468372253205, 14.05601732705122, -27.436953064154398, -5.085252136315219, 18.3927710112593, 30.932476662515917, -3.707259401260808, 30.828122586754215, -10.347797987760632, 51.441260773828816, 7.825202621387468, -41.12622881693162, 4.580996691389156, 23.75442930095817, -16.369530111389782, -1.4432605574797603, -0.4026248086669102, 2.3141979056633017, -20.340353067173723, 7.416659825294471)
833.3643461234064	(-16.909544182964513, 10.639580747239838, -32.1897116019792, -9.74184286659837, 22.3962545727376, 6.487114980190641, -24.10357168825921, 9.344385864090105, -7.300612191991039, 33.41825246261655, 22.85235157926782, -42.2210320285007, 20.103752164394187, 24.217995159659598, -16.4324599156739, 2.426621695570219, -13.857742779263821, -15.079912997742001, -9.083516191000749, -2.82777333283639)
863.7349670985542	(-36.99955991331047, 18.539737757254024, -8.026425303613442, 7.227027239393398, 20.482040255083795, 18.284532611199488, -18.534849863444425, 14.560552508359715, -33.74326512767164, 35.769425597823705, 13.835096716041676, -44.699802952732725, 14.215804456177347, 23.798272806637158, -22.21476688856528, 2.3170010675344637, 13.331471038879874, -23.778010423798097, -9.7796205818614, -5.79155441957629)
852.9664645602747	(3.903201401928915, 24.67191012342933, -22.815354274934766, -19.259565902491588, 1.4456853074288563, 25.099682453743384, -16.28208426665417, 34.538322606293484, 3.0177665148557895, 40.628212301861666, 28.293416725997503, -52.28428562658201, 13.863605509116217, 28.423159943188974, -2.875748153238326, -3.110688283717124, 1.939182106664774, -13.539258832528802, -4.166582199078511, -0.4341279123058178)
